Seasons,H,WAR,ERA,K/9,H/9,ER,HBP,K-BB%,Contact%,FB%
2,28,0.2,3.38,9.28,5.91,16,2,0.124,0.725,0.40399999999999997
2,24,0.2,3.49,6.35,7.62,11,1,0.024,0.804,0.345
2,63,0.2,3.55,4.94,9.72,23,3,0.0,0.8390000000000001,0.263
2,53,0.2,4.1,8.2,7.49,29,8,0.125,0.773,0.528
2,61,0.2,4.12,5.45,7.39,34,2,0.073,0.8320000000000001,0.441
1,46,0.2,4.23,5.44,9.27,21,0,0.091,0.784,0.293
1,28,0.2,4.45,5.4,8.89,14,1,0.0,0.81,0.293
1,29,0.2,5.59,8.38,9.0,18,2,0.084,0.741,0.44
2,47,0.2,5.62,8.64,10.15,26,2,0.136,0.7929999999999999,0.29
2,56,0.2,5.89,5.68,11.37,29,3,0.065,0.858,0.342
1,36,0.2,7.59,4.5,10.13,27,3,0.021,0.91,0.455
1,29,0.2,2.96,4.07,10.73,8,0,0.018000000000000002,0.8059999999999999,0.326
8,25,0.2,2.97,6.64,5.72,13,2,0.092,0.768,0.429
1,13,0.2,3.37,2.53,10.97,4,0,0.0,0.9470000000000001,0.35
1,20,0.2,3.65,10.22,7.3,10,1,0.14400000000000002,0.654,0.322
1,12,0.2,3.75,3.0,9.0,5,0,-0.019,0.823,0.442
1,26,0.2,3.81,7.27,9.0,11,1,0.142,0.83,0.41
2,52,0.2,3.97,6.25,7.93,26,2,0.08,0.716,0.275
1,17,0.2,4.02,5.74,9.77,7,1,0.043,0.777,0.423
2,44,0.2,4.24,6.09,11.65,16,2,0.091,0.833,0.304
1,12,0.2,4.4,10.05,7.53,7,0,0.131,0.612,0.457
2,32,0.2,4.5,9.26,8.47,17,3,0.19,0.768,0.511
1,86,0.2,4.66,4.39,11.44,35,3,0.016,0.8809999999999999,0.27
1,58,0.2,4.7,3.33,11.35,24,2,-0.005,0.852,0.33299999999999996
1,53,0.2,4.94,4.56,10.08,26,0,0.024,0.7829999999999999,0.39399999999999996
1,14,0.2,5.25,7.5,10.5,7,2,0.053,0.8490000000000001,0.243
1,42,0.2,5.35,6.88,10.7,21,7,0.085,0.8029999999999999,0.243
2,78,0.2,5.61,4.85,11.83,37,7,0.061,0.826,0.376
1,25,0.2,6.0,4.5,12.5,12,0,-0.078,0.87,0.33799999999999997
2,94,0.2,6.19,8.93,9.23,63,8,0.091,0.762,0.401
2,53,0.2,6.5,6.09,10.76,32,3,0.064,0.8,0.408
1,82,0.2,6.81,8.23,10.54,53,7,0.066,0.841,0.317
1,43,0.2,6.83,5.59,13.34,22,1,0.036000000000000004,0.7829999999999999,0.406
0,12,0.2,7.04,11.74,7.04,12,7,0.162,0.736,0.205
1,16,0.2,2.7,11.34,8.64,5,1,0.10400000000000001,0.708,0.39
1,24,0.2,2.73,7.18,8.2,8,2,0.131,0.845,0.408
1,12,0.2,3.07,7.36,7.36,5,0,0.158,0.852,0.39
1,21,0.2,3.16,6.03,6.03,11,2,0.048,0.775,0.384
1,20,0.2,3.63,9.27,8.06,9,0,0.2,0.759,0.38299999999999995
1,18,0.2,3.93,6.87,8.84,8,1,0.107,0.785,0.34600000000000003
1,15,0.2,3.97,6.35,5.96,10,2,0.031,0.784,0.455
1,45,0.2,4.76,8.62,10.21,21,4,0.096,0.7909999999999999,0.24
1,18,0.2,4.91,9.2,11.05,8,0,0.138,0.8370000000000001,0.25
1,43,0.2,4.95,6.08,9.68,22,0,0.063,0.7829999999999999,0.392
1,20,0.2,5.28,7.63,11.74,9,0,0.179,0.774,0.396
1,13,0.2,5.56,3.97,10.32,7,1,0.0,0.812,0.475
0,12,0.2,5.73,6.55,9.82,7,1,0.02,0.8,0.47100000000000003
1,24,0.2,6.05,6.05,11.17,13,0,-0.011000000000000001,0.846,0.262
2,45,0.2,6.21,7.93,9.64,29,6,0.08900000000000001,0.767,0.289
1,21,0.2,7.24,6.59,13.83,11,0,0.062,0.778,0.34
6,601,0.1,4.53,5.95,9.41,289,28,0.027999999999999997,0.8290000000000001,0.35700000000000004
5,306,0.1,3.52,5.71,8.82,122,12,0.08900000000000001,0.835,0.363
4,197,0.1,4.41,8.09,8.52,102,4,0.11800000000000001,0.81,0.373
2,138,0.1,4.96,8.34,8.05,85,8,0.145,0.768,0.45799999999999996
5,269,0.1,5.59,5.43,11.23,134,4,0.086,0.851,0.395
7,294,0.1,4.16,8.65,8.62,142,18,0.11900000000000001,0.792,0.311
4,98,0.1,3.38,9.75,6.5,51,14,0.161,0.7340000000000001,0.47100000000000003
3,166,0.1,4.32,6.93,8.33,86,9,0.05,0.8340000000000001,0.40399999999999997
2,187,0.1,5.18,5.28,9.88,98,11,0.046,0.861,0.284
4,269,0.1,5.54,6.28,10.42,143,11,0.081,0.825,0.365
2,215,0.1,6.55,6.5,10.75,131,17,0.09300000000000001,0.8290000000000001,0.36700000000000005
4,145,0.1,3.34,6.85,8.35,58,11,0.057,0.746,0.254
2,90,0.1,3.83,4.42,8.84,39,3,-0.02,0.868,0.195
5,136,0.1,4.01,8.46,8.52,64,4,0.11900000000000001,0.7170000000000001,0.446
2,80,0.1,4.2,7.88,8.4,40,3,0.069,0.759,0.28600000000000003
2,154,0.1,4.48,6.26,8.32,83,4,0.08199999999999999,0.782,0.353
3,118,0.1,4.31,7.77,9.08,56,7,0.10400000000000001,0.799,0.32899999999999996
3,160,0.1,4.74,3.77,11.16,68,6,0.027000000000000003,0.892,0.322
2,252,0.1,4.95,5.24,10.31,121,7,0.037000000000000005,0.8420000000000001,0.444
2,71,0.1,5.05,8.86,9.68,37,1,0.16699999999999998,0.7659999999999999,0.41600000000000004
2,130,0.1,5.27,5.59,10.23,67,8,0.07400000000000001,0.804,0.382
2,209,0.1,5.34,7.84,10.06,111,12,0.094,0.768,0.32899999999999996
3,97,0.1,4.08,9.49,7.2,55,5,0.11900000000000001,0.7490000000000001,0.405
2,94,0.1,4.59,4.15,10.53,41,5,0.006,0.861,0.34299999999999997
3,50,0.1,3.88,6.47,9.25,21,4,0.094,0.852,0.318
4,157,0.1,4.86,7.15,8.38,91,14,0.047,0.77,0.43799999999999994
2,101,0.1,5.57,7.32,11.04,51,2,0.11199999999999999,0.82,0.465
2,86,0.1,6.03,10.35,11.27,46,2,0.174,0.77,0.348
3,143,0.1,6.35,6.83,11.49,79,4,0.084,0.847,0.41600000000000004
5,113,0.1,3.49,8.09,7.88,50,9,0.11800000000000001,0.782,0.384
1,27,0.1,3.49,5.72,8.58,11,0,0.094,0.8290000000000001,0.522
1,38,0.1,4.39,8.34,8.34,20,4,0.059000000000000004,0.75,0.354
1,69,0.1,4.7,6.31,9.27,35,5,0.10099999999999999,0.795,0.452
2,70,0.1,4.75,9.61,7.56,44,3,0.166,0.769,0.5539999999999999
2,114,0.1,4.84,5.92,10.23,54,2,0.02,0.78,0.35
2,79,0.1,5.07,4.48,9.31,43,3,0.012,0.857,0.368
2,106,0.1,5.07,6.19,9.11,59,5,0.062,0.8029999999999999,0.326
2,39,0.1,2.81,7.73,5.48,20,4,0.11699999999999999,0.745,0.45299999999999996
1,26,0.1,2.81,9.84,7.31,10,0,0.138,0.768,0.424
2,36,0.1,3.48,7.62,7.84,16,5,0.109,0.782,0.345
2,60,0.1,3.82,10.43,6.95,33,5,0.179,0.723,0.528
1,73,0.1,4.19,5.95,8.04,38,1,0.086,0.8370000000000001,0.43799999999999994
3,105,0.1,4.21,9.03,9.03,49,1,0.149,0.797,0.41
2,45,0.1,4.21,12.49,7.02,27,2,0.198,0.6609999999999999,0.423
2,75,0.1,4.34,8.02,8.13,40,5,0.068,0.785,0.44299999999999995
0,15,0.1,4.5,10.69,8.44,8,1,0.266,0.667,0.5710000000000001
0,21,0.1,4.5,11.05,8.59,11,2,0.18899999999999997,0.741,0.509
5,133,0.1,4.51,6.73,8.96,67,4,0.08,0.809,0.47700000000000004
2,112,0.1,4.51,6.85,8.71,58,5,0.10400000000000001,0.7959999999999999,0.317
2,45,0.1,4.62,9.62,8.32,25,3,0.13699999999999998,0.7020000000000001,0.46799999999999997
2,40,0.1,4.67,8.57,10.38,18,2,0.08199999999999999,0.768,0.32299999999999995
3,90,0.1,5.35,7.52,10.25,47,10,0.092,0.758,0.38299999999999995
2,54,0.1,5.47,8.2,9.23,32,4,0.102,0.807,0.26899999999999996
1,51,0.1,5.64,8.46,10.28,28,1,0.155,0.7929999999999999,0.474
1,60,0.1,5.75,6.79,10.45,33,1,0.09699999999999999,0.85,0.43799999999999994
1,44,0.1,6.56,10.6,11.1,26,1,0.11900000000000001,0.743,0.5
1,12,0.1,1.13,3.94,6.75,2,0,0.047,0.898,0.294
1,28,0.1,3.92,8.77,6.46,17,0,0.057999999999999996,0.758,0.374
2,51,0.1,4.39,9.11,8.61,26,2,0.142,0.733,0.434
3,97,0.1,4.74,7.84,8.85,52,3,0.071,0.777,0.402
1,11,0.1,5.11,5.84,8.03,7,0,0.057999999999999996,0.8240000000000001,0.308
2,107,0.1,5.6,8.25,10.51,57,2,0.071,0.78,0.405
2,27,0.1,5.74,7.76,9.11,17,3,0.10800000000000001,0.78,0.39799999999999996
3,126,0.1,6.61,5.53,10.4,80,7,0.055,0.857,0.40399999999999997
1,10,0.1,1.29,6.43,6.43,2,0,0.036000000000000004,0.8140000000000001,0.27
1,8,0.1,1.93,7.07,5.14,3,1,0.0,0.809,0.556
1,20,0.1,2.08,7.01,5.19,8,0,0.096,0.8390000000000001,0.295
1,21,0.1,2.28,8.75,7.99,6,0,0.11,0.732,0.369
1,20,0.1,3.12,5.19,10.38,6,2,0.095,0.8290000000000001,0.322
1,21,0.1,3.55,5.68,7.46,10,0,0.009000000000000001,0.863,0.395
1,25,0.1,4.18,5.14,8.04,13,2,0.042,0.8440000000000001,0.43700000000000006
1,14,0.1,4.22,3.37,11.81,5,0,0.0,0.868,0.257
1,30,0.1,4.74,7.66,10.95,13,0,0.14800000000000002,0.836,0.358
1,34,0.1,4.81,6.68,9.09,18,1,0.026000000000000002,0.8,0.302
2,28,0.1,4.91,8.42,9.82,14,0,0.115,0.735,0.377
3,73,0.1,5.25,9.0,9.13,42,7,0.11800000000000001,0.75,0.29600000000000004
2,31,0.1,5.74,10.8,10.46,17,5,0.19699999999999998,0.737,0.364
1,33,0.1,5.76,10.08,11.88,16,1,0.174,0.81,0.16699999999999998
2,50,0.1,5.82,5.82,11.64,25,1,0.055999999999999994,0.84,0.20600000000000002
1,40,0.1,5.93,7.24,13.17,18,2,0.09300000000000001,0.8140000000000001,0.217
1,32,0.1,5.95,4.58,14.64,13,0,0.022000000000000002,0.8170000000000001,0.446
1,13,0.1,6.1,10.45,11.32,7,0,0.061,0.6890000000000001,0.20800000000000002
1,88,0.1,6.28,6.68,11.76,47,0,0.09,0.868,0.364
1,44,0.1,6.94,7.97,11.31,27,5,0.096,0.7759999999999999,0.365
1,22,0.1,7.24,3.95,14.49,11,1,0.046,0.855,0.28300000000000003
1,16,0.1,7.71,5.14,10.29,12,2,0.0,0.802,0.435
1,45,0.1,7.89,3.64,13.65,26,3,-0.052000000000000005,0.88,0.44799999999999995
1,7,0.1,0.87,5.23,6.1,1,0,0.154,0.861,0.303
1,9,0.1,1.74,4.35,7.84,2,0,0.05,0.807,0.281
1,8,0.1,2.13,10.66,5.68,3,2,0.271,0.595,0.5710000000000001
0,11,0.1,2.7,10.13,7.43,4,2,0.14800000000000002,0.778,0.342
1,23,0.1,2.96,7.57,7.57,9,2,0.078,0.738,0.45299999999999996
2,27,0.1,3.15,9.23,6.08,14,2,0.099,0.698,0.48
1,18,0.1,3.37,6.75,10.12,6,0,0.040999999999999995,0.8059999999999999,0.51
1,17,0.1,3.66,4.58,7.78,8,0,0.0,0.8190000000000001,0.19699999999999998
1,8,0.1,3.75,9.0,6.0,5,0,0.04,0.6629999999999999,0.29600000000000004
1,40,0.1,3.83,7.88,9.0,17,1,0.11599999999999999,0.795,0.38299999999999995
2,33,0.1,3.97,4.24,8.74,15,0,0.006999999999999999,0.868,0.384
1,13,0.1,4.09,4.91,10.64,5,3,0.125,0.871,0.256
1,22,0.1,4.13,8.25,8.25,11,1,0.11900000000000001,0.8029999999999999,0.44799999999999995
2,67,0.1,4.2,6.95,10.83,26,4,0.092,0.78,0.247
2,68,0.1,4.56,7.23,8.62,36,3,0.07400000000000001,0.795,0.419
0,11,0.1,4.58,10.19,5.6,9,1,0.12300000000000001,0.764,0.525
1,13,0.1,4.76,6.35,10.32,6,0,0.085,0.7859999999999999,0.265
2,34,0.1,4.84,9.12,6.33,26,1,0.10300000000000001,0.721,0.439
1,48,0.1,4.91,6.14,11.78,20,3,0.034,0.779,0.35700000000000004
1,22,0.1,4.91,9.12,7.71,14,1,0.134,0.7959999999999999,0.34700000000000003
1,41,0.1,5.03,7.41,10.85,19,1,0.084,0.787,0.264
2,29,0.1,5.32,7.99,11.03,14,1,0.073,0.743,0.247
1,43,0.1,5.35,10.47,10.01,23,4,0.159,0.72,0.3
1,22,0.1,5.5,6.0,11.0,11,0,0.08800000000000001,0.865,0.302
1,20,0.1,5.5,7.5,10.0,11,0,0.036000000000000004,0.782,0.21100000000000002
2,50,0.1,5.72,6.18,11.44,25,2,0.044000000000000004,0.84,0.359
1,12,0.1,5.91,6.75,10.13,7,0,0.061,0.841,0.41700000000000004
1,46,0.1,5.92,4.74,10.89,25,4,0.023,0.846,0.424
1,19,0.1,6.14,7.36,7.77,15,2,0.061,0.716,0.493
1,29,0.1,6.21,9.99,7.83,23,1,0.1,0.815,0.456
1,38,0.1,6.98,5.46,11.53,23,1,0.064,0.855,0.42200000000000004
1,43,0.1,7.62,9.21,13.66,24,0,0.122,0.779,0.433
0,34,0.1,9.0,7.0,17.0,18,0,0.10099999999999999,0.809,0.29
1,31,0.1,9.3,6.64,13.72,21,2,0.049,0.8170000000000001,0.306
4,210,0.0,3.43,8.01,8.09,89,3,0.111,0.7509999999999999,0.313
6,265,0.0,3.61,7.24,7.41,129,11,0.11699999999999999,0.7909999999999999,0.391
3,388,0.0,6.4,5.35,10.99,226,17,0.032,0.841,0.39899999999999997
5,280,0.0,4.09,6.84,8.75,131,7,0.064,0.76,0.39799999999999996
10,163,0.0,4.62,8.83,8.37,90,8,0.152,0.7809999999999999,0.45899999999999996
4,165,0.0,4.08,8.01,8.75,77,8,0.126,0.768,0.37200000000000005
5,215,0.0,5.3,6.8,9.74,117,9,0.071,0.8059999999999999,0.34700000000000003
4,405,0.0,6.06,5.74,10.82,227,12,0.044000000000000004,0.8490000000000001,0.354
6,219,0.0,3.69,8.79,7.21,112,8,0.099,0.759,0.431
4,184,0.0,4.23,7.28,9.05,86,15,0.095,0.8140000000000001,0.345
4,165,0.0,4.54,7.74,8.8,85,9,0.142,0.7559999999999999,0.41600000000000004
4,209,0.0,3.72,5.26,9.48,82,8,0.053,0.841,0.261
5,243,0.0,4.0,6.29,9.62,101,10,0.076,0.815,0.272
3,76,0.0,4.06,7.94,7.35,42,2,0.078,0.784,0.36200000000000004
3,178,0.0,4.7,5.64,9.3,90,13,0.047,0.8590000000000001,0.332
4,162,0.0,5.27,7.71,9.92,86,5,0.061,0.763,0.418
3,66,0.0,3.06,7.6,7.49,27,1,0.066,0.7909999999999999,0.391
1,66,0.0,4.04,8.33,8.33,32,4,0.161,0.78,0.466
3,113,0.0,5.1,8.32,8.87,65,5,0.09699999999999999,0.779,0.494
2,141,0.0,4.32,4.9,10.15,60,7,0.06,0.888,0.44799999999999995
4,77,0.0,4.34,6.57,9.04,37,7,0.07200000000000001,0.804,0.308
1,95,0.0,6.37,5.35,12.1,50,3,0.059000000000000004,0.855,0.442
3,79,0.0,3.81,5.12,8.6,35,3,0.07400000000000001,0.8340000000000001,0.32299999999999995
2,47,0.0,4.18,7.23,8.94,22,0,0.064,0.799,0.326
3,177,0.0,4.95,8.87,8.77,100,16,0.139,0.7709999999999999,0.319
1,56,0.0,5.19,11.03,7.27,40,7,0.12,0.71,0.337
1,65,0.0,5.44,4.35,11.78,30,1,-0.013000000000000001,0.8440000000000001,0.284
1,85,0.0,5.89,5.63,10.88,46,2,0.054000000000000006,0.8440000000000001,0.299
1,122,0.0,6.15,6.75,10.42,72,8,0.084,0.83,0.424
5,192,0.0,5.02,5.57,9.73,99,12,0.09300000000000001,0.867,0.27
1,107,0.0,5.49,6.86,9.79,60,3,0.09699999999999999,0.833,0.37
2,36,0.0,3.67,11.66,7.78,17,2,0.19399999999999998,0.728,0.379
2,30,0.0,3.68,9.29,5.26,21,4,0.08800000000000001,0.7240000000000001,0.504
1,17,0.0,3.9,12.04,5.53,12,1,0.18100000000000002,0.6779999999999999,0.45899999999999996
1,44,0.0,4.21,8.58,6.87,27,0,0.1,0.669,0.292
5,155,0.0,4.43,9.16,9.53,72,7,0.147,0.79,0.373
4,97,0.0,4.56,8.42,8.5,52,18,0.098,0.7809999999999999,0.273
1,40,0.0,4.64,7.59,8.44,22,1,0.114,0.7909999999999999,0.42100000000000004
2,91,0.0,4.77,7.1,10.59,41,1,0.064,0.794,0.315
2,75,0.0,5.06,14.03,7.91,48,11,0.146,0.6990000000000001,0.318
2,77,0.0,5.08,8.96,10.29,38,4,0.12300000000000001,0.79,0.33299999999999996
1,78,0.0,5.37,4.86,13.08,32,2,0.032,0.898,0.32299999999999995
4,93,0.0,5.46,5.97,9.4,54,5,0.081,0.7959999999999999,0.307
2,70,0.0,5.47,10.82,8.71,44,7,0.16399999999999998,0.741,0.276
3,63,0.0,5.48,9.52,8.22,42,4,0.075,0.745,0.36700000000000005
1,6,0.0,5.56,8.74,4.76,7,2,0.125,0.816,0.433
3,117,0.0,5.56,7.33,9.43,69,3,0.069,0.805,0.514
1,41,0.0,5.58,7.81,9.15,25,4,0.078,0.75,0.361
3,19,0.0,1.96,6.26,7.43,5,0,0.061,0.758,0.45799999999999996
1,26,0.0,2.53,5.34,7.31,9,0,0.09699999999999999,0.852,0.371
1,43,0.0,4.14,4.73,8.47,21,2,0.02,0.8170000000000001,0.51
1,37,0.0,4.29,5.8,9.34,17,0,0.031,0.8190000000000001,0.475
2,36,0.0,4.38,8.08,8.31,19,2,0.069,0.778,0.38299999999999995
1,45,0.0,4.4,6.7,8.62,23,1,0.069,0.804,0.284
2,48,0.0,4.42,8.08,7.32,29,10,0.051,0.795,0.433
1,12,0.0,4.5,16.88,6.75,8,1,0.353,0.664,0.419
1,63,0.0,4.68,5.04,11.34,26,2,0.062,0.8490000000000001,0.326
1,40,0.0,4.73,8.55,9.0,21,1,0.09,0.81,0.442
3,62,0.0,4.73,7.22,7.71,38,9,0.096,0.774,0.47700000000000004
2,57,0.0,4.92,7.3,9.68,29,3,0.098,0.794,0.327
2,93,0.0,4.94,3.89,9.77,47,1,0.085,0.8290000000000001,0.324
1,42,0.0,5.97,7.27,10.9,23,1,0.062,0.8140000000000001,0.375
1,72,0.0,6.56,5.34,10.98,43,4,-0.004,0.853,0.38799999999999996
1,10,0.0,2.2,4.41,5.51,4,2,0.015,0.87,0.408
1,11,0.0,2.7,10.8,7.43,4,1,0.2,0.757,0.242
1,26,0.0,3.09,11.25,7.31,11,2,0.135,0.626,0.325
1,17,0.0,3.42,7.23,6.46,9,2,0.102,0.772,0.561
2,12,0.0,3.52,8.22,4.7,9,0,0.156,0.76,0.5
2,140,0.0,3.56,6.85,9.4,53,13,0.069,0.8029999999999999,0.28
1,14,0.0,3.95,7.24,9.22,6,0,0.11900000000000001,0.833,0.409
1,13,0.0,4.02,3.45,7.47,7,1,0.016,0.8079999999999999,0.34
2,31,0.0,4.04,4.79,7.82,16,2,0.013999999999999999,0.8240000000000001,0.33299999999999996
0,15,0.0,4.4,6.28,9.42,7,0,0.063,0.8,0.43799999999999994
0,16,0.0,4.5,7.31,9.0,8,0,0.013000000000000001,0.8220000000000001,0.34700000000000003
1,32,0.0,4.6,7.36,9.82,15,0,0.105,0.797,0.46399999999999997
2,34,0.0,4.64,6.33,7.17,22,6,0.032,0.82,0.465
2,55,0.0,4.66,7.26,10.24,25,1,0.092,0.8079999999999999,0.316
1,32,0.0,4.69,9.0,6.0,25,3,0.057999999999999996,0.77,0.368
2,39,0.0,4.74,10.1,8.04,23,2,0.11199999999999999,0.684,0.397
1,15,0.0,5.06,7.88,8.44,9,3,0.127,0.774,0.429
2,58,0.0,5.09,4.5,11.35,26,4,0.038,0.87,0.415
1,85,0.0,5.12,6.9,8.38,52,2,0.092,0.7909999999999999,0.525
2,46,0.0,5.2,6.44,11.39,21,1,0.071,0.816,0.44
1,23,0.0,5.2,10.08,7.48,16,2,0.062,0.659,0.366
1,26,0.0,5.47,4.74,9.49,15,1,0.037000000000000005,0.813,0.5660000000000001
1,46,0.0,5.48,8.02,9.0,28,1,0.094,0.759,0.358
1,26,0.0,5.73,6.95,10.64,14,1,0.019,0.742,0.29
1,28,0.0,5.75,6.75,7.0,23,5,0.077,0.795,0.381
1,16,0.0,6.32,9.19,9.19,11,0,0.14300000000000002,0.741,0.45799999999999996
1,21,0.0,6.38,5.89,10.31,13,0,0.08800000000000001,0.8190000000000001,0.424
2,58,0.0,6.7,8.34,10.51,37,7,0.086,0.8109999999999999,0.35100000000000003
1,36,0.0,7.46,9.59,12.79,21,3,0.087,0.728,0.375
1,19,0.0,8.22,3.52,11.15,14,0,-0.013999999999999999,0.89,0.375
1,17,0.0,8.25,6.0,12.75,11,1,0.017,0.8059999999999999,0.16699999999999998
1,9,0.0,1.35,7.43,6.08,2,0,0.055999999999999994,0.8,0.324
1,6,0.0,1.38,8.31,4.15,2,1,0.12,0.713,0.36700000000000005
1,5,0.0,1.46,8.03,3.65,2,0,0.040999999999999995,0.835,0.414
1,9,0.0,1.64,5.73,7.36,2,2,0.085,0.8270000000000001,0.273
1,8,0.0,2.31,6.94,6.17,3,2,0.12,0.7909999999999999,0.389
1,28,0.0,2.75,9.0,7.0,11,3,0.055,0.769,0.414
1,9,0.0,2.88,6.84,3.24,8,2,0.07400000000000001,0.737,0.40299999999999997
1,17,0.0,3.13,7.83,6.65,8,0,0.11800000000000001,0.772,0.531
2,25,0.0,3.28,4.74,9.12,9,3,-0.018000000000000002,0.8109999999999999,0.359
1,16,0.0,3.57,7.64,8.15,7,0,0.037000000000000005,0.753,0.604
1,24,0.0,3.63,7.66,9.67,9,1,0.10099999999999999,0.8240000000000001,0.34299999999999997
1,21,0.0,3.86,7.07,13.5,6,0,-0.027000000000000003,0.8109999999999999,0.204
0,22,0.0,4.0,5.5,11.0,8,1,0.037000000000000005,0.8440000000000001,0.25
1,28,0.0,4.18,6.75,9.0,13,0,0.124,0.8270000000000001,0.45899999999999996
1,9,0.0,4.22,6.75,7.59,5,0,0.043,0.802,0.485
1,18,0.0,4.42,7.85,8.84,9,4,0.095,0.762,0.364
1,24,0.0,4.66,9.31,7.45,15,1,0.053,0.738,0.405
1,27,0.0,4.75,10.98,8.01,16,2,0.157,0.735,0.564
0,17,0.0,4.85,4.85,11.77,7,1,0.0,0.795,0.25
1,16,0.0,5.06,5.06,9.0,9,1,0.0,0.815,0.434
1,21,0.0,5.19,2.6,10.9,10,0,0.0,0.9179999999999999,0.462
1,25,0.0,5.2,8.46,8.13,16,5,0.133,0.696,0.397
1,28,0.0,5.22,5.83,8.59,17,0,0.032,0.841,0.396
2,60,0.0,5.29,8.82,10.59,30,6,0.048,0.762,0.359
1,22,0.0,5.32,6.55,9.0,13,2,0.061,0.812,0.254
1,34,0.0,5.47,8.54,11.62,16,4,0.094,0.782,0.446
1,28,0.0,5.49,6.41,12.81,12,1,0.099,0.865,0.32899999999999996
2,37,0.0,5.54,8.92,8.92,23,2,0.102,0.77,0.34299999999999997
2,48,0.0,5.54,8.2,11.57,23,1,0.092,0.797,0.38799999999999996
2,48,0.0,5.59,10.24,11.17,24,0,0.165,0.7879999999999999,0.389
2,51,0.0,5.76,10.01,7.74,38,1,0.161,0.762,0.45299999999999996
4,29,0.0,5.88,8.65,10.04,17,1,0.08199999999999999,0.767,0.308
1,30,0.0,6.0,6.0,12.86,14,3,0.073,0.8270000000000001,0.21100000000000002
1,9,0.0,6.08,12.15,6.08,9,1,0.15,0.629,0.484
2,54,0.0,6.1,4.99,9.99,33,1,0.005,0.807,0.446
0,19,0.0,6.11,9.17,9.68,12,1,0.086,0.759,0.392
1,32,0.0,6.26,6.65,12.52,16,2,0.10300000000000001,0.87,0.28800000000000003
2,33,0.0,6.27,9.16,7.96,26,1,0.115,0.759,0.467
1,16,0.0,6.57,2.92,11.68,9,2,0.018000000000000002,0.8859999999999999,0.244
1,13,0.0,6.91,11.3,8.16,11,5,0.081,0.8,0.564
1,12,0.0,6.97,6.1,10.45,8,0,-0.042,0.8,0.43799999999999994
1,19,0.0,7.53,5.65,11.93,12,1,0.078,0.802,0.14300000000000002
1,16,0.0,8.18,4.09,13.09,10,1,-0.111,0.8,0.409
2,20,0.0,8.31,7.62,13.85,12,1,0.079,0.852,0.35600000000000004
0,28,0.0,8.35,8.35,13.75,17,0,0.136,0.8540000000000001,0.242
1,28,0.0,8.64,6.48,15.12,16,1,0.048,0.841,0.20600000000000002
1,23,0.0,8.83,7.27,11.94,17,2,0.062,0.847,0.35700000000000004
1,11,0.0,10.32,7.15,8.74,13,1,-0.054000000000000006,0.853,0.41200000000000003
1,23,0.0,11.68,8.03,16.78,16,0,0.094,0.797,0.396
2,188,-0.1,4.97,7.27,8.81,106,11,0.10300000000000001,0.782,0.462
2,95,-0.1,4.58,8.15,8.69,50,3,0.10800000000000001,0.755,0.39
2,186,-0.1,5.58,5.37,10.08,103,5,0.059000000000000004,0.8809999999999999,0.375
3,166,-0.1,4.07,6.25,9.52,71,11,0.038,0.83,0.21899999999999997
3,160,-0.1,5.82,8.9,9.49,98,5,0.128,0.779,0.433
3,59,-0.1,3.07,9.51,5.67,32,3,0.134,0.7440000000000001,0.397
2,68,-0.1,3.77,9.46,6.24,41,13,0.124,0.706,0.36700000000000005
3,88,-0.1,4.57,8.52,7.89,51,7,0.062,0.768,0.308
2,107,-0.1,5.35,4.97,8.3,69,4,0.018000000000000002,0.8220000000000001,0.44299999999999995
1,29,-0.1,4.1,9.57,9.91,12,1,0.179,0.691,0.307
4,151,-0.1,4.72,5.72,10.04,71,3,0.08900000000000001,0.841,0.449
2,129,-0.1,5.05,5.05,10.68,61,4,0.048,0.8370000000000001,0.382
2,59,-0.1,3.32,7.67,6.75,29,3,0.14800000000000002,0.7140000000000001,0.395
1,39,-0.1,3.58,8.12,9.32,15,6,0.055999999999999994,0.754,0.263
2,61,-0.1,4.0,7.44,6.98,35,2,0.040999999999999995,0.76,0.406
4,106,-0.1,4.17,8.85,7.76,57,2,0.121,0.7390000000000001,0.478
3,85,-0.1,4.31,5.74,8.14,45,6,0.057,0.82,0.382
3,116,-0.1,4.34,7.23,9.32,54,5,0.09699999999999999,0.764,0.375
3,65,-0.1,4.44,7.56,7.22,40,10,0.129,0.745,0.43
1,82,-0.1,4.91,5.03,10.06,40,10,0.07200000000000001,0.86,0.395
2,80,-0.1,5.07,5.76,10.96,37,2,0.049,0.8140000000000001,0.424
1,63,-0.1,5.33,7.33,10.5,32,6,0.085,0.784,0.33299999999999996
2,229,-0.1,5.99,5.54,11.43,120,7,0.065,0.8320000000000001,0.377
3,221,-0.1,6.01,6.1,10.62,125,5,0.055,0.797,0.409
1,40,-0.1,6.55,5.77,10.49,25,2,0.046,0.7979999999999999,0.243
1,26,-0.1,3.47,10.4,6.44,14,3,0.094,0.742,0.575
2,45,-0.1,3.83,5.57,7.84,22,1,0.055,0.8320000000000001,0.319
4,147,-0.1,4.31,8.87,9.32,68,16,0.151,0.7859999999999999,0.349
2,48,-0.1,4.5,8.33,8.0,27,4,0.12300000000000001,0.816,0.446
3,76,-0.1,4.52,8.92,8.59,40,3,0.122,0.7759999999999999,0.505
